DataID,"Data Type (Article, Policy Brief, Treaty, News etc)",Link,Full Text,Image URL,Date Published,Published by,Title,Remarks
2022/1031,News,https://www.montsame.mn/en/read/254116,"On February 18, Prime Minister L.Oyun-Erdene held a meeting with U.S. Ambassador to Mongolia Michael S.?Klecheski. 



At the meeting, the Prime Minister noted his delight with the development of strategic partnership between Mongolia and the United States and reaffirmed his willingness to bring the bilateral relationship to a new level. 



Moreover, PM Oyun-Erdene emphasized the U.S. Agency for International Development (USAID)’s resume of operations in Mongolia in the year of 2020 and the U.S. support for Mongolia’s removal from the Financial Action Task Force (FATF)’s so-called ‘grey-list’ as well as effective preparations for entry-into-force of the Mongolia Water Compact by the U.S. Millennium Challenge Corporation. 



After briefly presenting about the Mongolia’s response measures to COVID-19 pandemic, the Prime Minster put forward a request for the U.S. support to access COVID-19 Pfizer vaccines within the framework of the COVAX Facility. 



Mentioning that Mongolia has committed to pay special attention on the development of the education sector and to make English as a second language of the country, PM Oyun-Erdene stressed opportunities for cooperation in these areas. 



In turn, Ambassador Michael S.?Klecheski congratulated the Prime Minister for his appointment and affirmed the commitment of the new administration of the United States for the consistent development of the strategic partnership between Mongolia and the U.S. 



The meeting also touched on active bilateral cooperation in areas of politics, economy, defense and at the regional and international levels. ",,2021-02-18,Montsame,Prime Minister asks for U.S. support for access to COVID-19 vaccine,
2022/1032,News,https://www.montsame.mn/en/read/253418,"WASHINGTON, February 11, 2021 – The World Bank Board of Executive Directors today approved additional financing in the amount of $50.7 million for the Mongolia COVID-19 Emergency Response and Health System Preparedness Project to enable affordable and equitable access to vaccines in the country.

 

The funding has been approved at a crucial juncture in the government’s response to COVID-19. Mongolia has taken strong measures to prevent and contain the COVID-19 outbreak since the beginning of 2020. Despite the relatively low number of cases in Mongolia, further community spread risks remain high. To reduce this risk, further preventive measures, supporting health system improvements, and providing access to COVID-19 vaccines are critical.

 

To support the Mongolian government’s strategy to vaccinate at least 60 percent of its population, the additional financing will help pay for purchase and deployment of COVID-19 vaccines. Given the urgent need to expand immunization capacity, it will support comprehensive measures for effective vaccine delivery, such as cold chain upgrade, logistics, national and local roll-out plans, public information campaigns, and staff training.

 

“Access to safe and effective vaccines will be critical to protecting lives and accelerating economic and social recovery in Mongolia,” said Andrei Mikhnev, World Bank Country Manager for Mongolia. “This additional financing approved today will enable affordable and equitable access to vaccines and play a critical role in further strengthening the health system in Mongolia.”

 

The World Bank is part of multilateral efforts such as ACT-A and COVAX and is cooperating closely with WHO and UNICEF who continue to play an integral role in supporting vaccine deployment and building capacity of health care workers.

 

The Mongolia COVID-19 Emergency Response and Health System Preparedness Project, approved in April 2020, is helping strengthen health system preparedness and diagnostic capacity through procurement of essential medical equipment and personal protective equipment for three tertiary hospitals as well as hospitals of 21 provinces and 9 districts of Ulaanbaatar city.

 

World Bank Group Response to COVID-19

 


The World Bank, one of the largest sources of funding and knowledge for developing countries, is taking broad, fast action to help developing countries respond to the health, social and economic impacts of COVID-19. This includes $12 billion to help low- and middle-income countries purchase and distribute COVID-19 vaccines, tests, and treatments, and strengthen vaccination systems. The financing builds on the broader World Bank Group COVID-19 response, which is helping more than 100 countries strengthen health systems, support the poorest households, and create supportive conditions to maintain livelihoods and jobs for those hit hardest.",https://www.montsame.mn/files/6025ea82bd2aa.png,2021-02-12,Montsame,World Bank Approves $50.7 Million for Affordable and Equitable COVID-19 Vaccine Access in Mongolia,
2022/1033,News,https://www.montsame.mn/en/read/253142,"On February 9, the Russian Direct Investment Fund (RDIF, Russia’s sovereign wealth fund) announces the registration of the Russian Sputnik V vaccine against coronavirus by the Ministry of Health of Mongolia.



The vaccine was approved under the emergency use authorization procedure without additional clinical trials in the country. The EUA was obtained with the assistance from RDIF's local partner Mongol Emimpex Concern LLC, the country's leading pharmaceutical company.



Mongolia has become the 23rd country in the world to approve Sputnik V. The vaccine had been approved earlier in Russia, Belarus, Argentina, Bolivia, Serbia, Algeria, Palestine, Venezuela, Paraguay, Turkmenistan, Hungary, UAE, Iran, Republic of Guinea, Tunisia, Armenia, Mexico, Nicaragua, Republika Srpska (entity of Bosnia and Herzegovina), Lebanon, Myanmar and Pakistan.



Kirill Dmitriev, CEO of the Russian Direct Investment Fund said “Partners in Mongolia decided to authorize the vaccine after conducting a thorough review of the data of Sputnik V clinical trial demonstrating its high efficacy and safety as confirmed by the publication in The Lancet magazine. Sputnik V is one of the leading vaccines in the world and the number of registrations of the vaccine keeps growing day by day.”



Sputnik V has a number of key advantages:



Efficacy of Sputnik V is 91.6% as confirmed by the data published in the Lancet, one of the world's oldest and most respected medical journals; it is one of only three vaccines in the world with efficacy of over 90%; Sputnik V provides full protection against severe cases of COVID-19.
The Sputnik V vaccine is based on a proven and well-studied platform of human adenoviral vectors, which cause the common cold and have been around for thousands of years.
Sputnik V uses two different vectors for the two shots in a course of vaccination, providing immunity with a longer duration than vaccines using the same delivery mechanism for both shots.
The safety, efficacy and lack of negative long-term effects of adenoviral vaccines have been proven by more than 250 clinical studies over two decades.
The developers of the Sputnik V vaccine are working collaboratively with AstraZeneca on a joint clinical trial to improve the efficacy of AstraZeneca vaccine.
There are no strong allergies caused by Sputnik V.
The storage temperature of Sputnik V at +2+8 C means it can be stored in a conventional refrigerator without any need to invest in additional cold-chain infrastructure.
The price of Sputnik V is less than $10 per shot, making it affordable around the world.",https://www.montsame.mn/files/60235381532ba.jpeg,2021-02-10,Montsame,Mongolia approves Russia’s Sputnik V vaccine against COVID-19,
2022/1034,News,https://www.montsame.mn/en/read/252685,"Ulaanbaatar /MONTSAME/ On February 1, Chinese foreign ministry spokesperson Wang Wenbin said on regular press conference that China is providing vaccine aid to developing countries including Mongolia.



Wang Wenbin: China has been acting through concrete actions on President Xi Jinping's solemn commitment of making COVID-19 vaccines, developed and deployed in China, a global public good, thus contributing to greater accessibility and affordability of vaccines in developing countries. That's what we've been saying and what we've been doing.



First, apart from Pakistan, China is also providing vaccine aid to Brunei, Nepal, the Philippines, Myanmar, Cambodia, Laos, Sri Lanka, Mongolia, Palestine, Belarus, Sierra Leone, Zimbabwe and Equatorial Guinea, altogether 13 developing countries. Going forward, we will also assist another 38 developing countries with vaccines. We also take an active part in the WHO-led COVAX and provide vaccines through this platform to developing countries.



Second, China supports Chinese companies in conducting joint vaccine R&D and production with foreign partners. Vaccines made by Sinopharm and Sinovac have been exported to countries including the UAE, Morocco, Indonesia, Turkey, Brazil and Chile where clinical studies have been conducted.



Third, China supports relevant companies in exporting vaccines to countries in urgent need that have approved Chinese vaccines and authorized their emergency use. For instance, Serbia has started vaccination with recently imported Chinese-made vaccines. More and more countries are approving the domestic use of Chinese vaccines.



The whole world needs to pull together in order to defeat the pandemic. China will continue to provide in a timely manner, to the best of its capability, vaccines to relevant countries, especially the developing countries, and contribute its share to building a global community of health for all. We also hope the international community will work together to promote the equitable allocation and use of vaccines globally to make sure developing countries have access to and can afford them.",https://www.montsame.mn/files/601d0ca55291e.jpeg,2021-02-05,Montsame,China to provide vaccine aid to developing countries including Mongolia,
2022/1035,News,https://www.montsame.mn/en/read/253062,"Ulaanbaatar /MONTSAME/ On February 9, Minister of Health S.Enkhbold received Ambassador of China to Mongolia Chai Wenrui.



At the beginning of the meeting, the Ambassador underlined that cooperation in health sector is a big part of Comprehensive Partnership relations between the two countries and cooperation between the two Ministries of Health has been running successfully in recent years. Especially, no infection case of COVID-19 has been transmitted between the two countries as a result of providing mutual support and working closely by exchanging information, the Ambassador pointed out. 



Citing that at his address to the World Health Assembly 2020 President of China Xi Jinping noted that China would develop COVID-19 vaccine and provide it to countries, the Ambassador said the statement came into action as the country made a decision to supply 10 million doses of vaccine to COVAX program. ""Concurrently with it, China will provide vaccine aid to 53 developing countries and Mongolia is in the list of countries that will receive the vaccine in priority."" 




Expressing his sincere gratitude to the Government of China on rendering non-refundable aid of necessary medical equipment and personal protective equipment to Mongolia and sharing knowledge and experience, the Health Minister briefed about some measures being taken in regard with the increase of community infection clusters in the capital city and preparation works for vaccination.




The Minister also voiced to make efforts for keeping success of zero infection transmission between the two countries further alongside developing bilateral cooperation in health sector in many other directions once the pandemic subsides.

",https://www.montsame.mn/files/60224af643213.jpeg,2021-02-09,Montsame,China to donate COVID-19 vaccine to Mongolia,
2022/1036,News,https://www.montsame.mn/en/read/252232,"A composition of the working group responsible for importing vaccines against COVID-19 has been renewed and is being chaired by newly-appointed Deputy Prime Minister S.Amarsaikhan. 



On February 2, 2021, the working group convened and Prime Minister L.Oyun-Erdene took part in the meeting to hear updates on the talks underway with COVID-19 vaccine manufacturers and countries developing the vaccines. 



According to the Press Office of the Cabinet Secretariat, the working group views that it is crucial to promptly bring the vaccines to receive under the World Health Organization’s COVID-19 Vaccines Global Access program and to intensify the talks ongoing with other countries on receiving COVID-19 vaccines available. ",https://www.montsame.mn/files/6018eb622a3a8.jpeg,2021-02-02,Montsame,Working group in charge of importing COVID-19 vaccine meets,
2022/1037,News,https://www.montsame.mn/en/read/247532,"Ulaanbaatar /MONTSAME/. Prime Minister of Mongolia U.Khurelsukh received WHO Representative in Mongolia Sergey Diorditsa today.




During the meeting, they exchanged views on the current state of COVID-19 pandemic and the measures being taken to tackle the spread. Prime Minister U.Khurelsukh emphasized that the government of Mongolia intends to import high-quality vaccines approved by the World Health Organization as soon as possible. He also thanked the United Nations, especially the World Health Organization, for continuing to provide assistance and support to Mongolia in overcoming the pandemic, and said that professional and methodological advice on combating the pandemic and controlling the spread of the infection has been most significant.



The parties discussed the possibility of importing vaccines to Mongolia in the first quarter of 2021 within the framework of COVAX. Representative Sergey Diorditsa also provided information on the progress of some vaccines being developed internationally.



Moreover, he underscored that the measures taken by the Government of Mongolia and the State Emergency Commission, the transition to a state of readiness, and the quarantine regime were timely solutions.",https://www.montsame.mn/files/5fe061787ac22.jpeg,2020-12-21,Montsame,Importing of vaccine to Mongolia in the first quarter of 2021 discussed,
2022/1038,News,https://www.montsame.mn/en/read/245975,"Ulaanbaatar/MONTSAME/. On December 7, Minister of Finance Ch.Khurelbaatar, as a head of the Working Group responsible for COVID-19 vaccine procurement of Mongolia, held a meeting with the Russian Ambassador to Mongolia I.K. Azizov.


During the meeting, the Finance Minister inquired about the cost of Sputnik-V vaccine, its supply, and the progress of mass vaccination in Russia. 

The Ambassador said that the Sputnik-V vaccine could be supplied to Mongolia at a lower price and from two nearest sources. 

According to the Ambassador, the mass vaccination in Moscow began last week, and the vaccine’s registration procedure with the World Health Organization is in full swing.",https://www.montsame.mn/files/5fcf0f1ccc114.png,2020-12-08,Montsame,Finance Minister discusses COVID-19 vaccine-related issues with Russian Ambassador,
2022/1039,News,https://www.montsame.mn/en/read/245222,"Ulaanbaatar /MONTSAME/. On November 30, President of Mongolia Battulga Khaltmaa held a meeting with officials from British-Swedish pharmaceutical company AstraZeneca via teleconference to exchange views on supplying coronavirus vaccine, being developed by the company, to Mongolia. 



The AZD1222 coronavirus vaccine, under development by the University of Oxford and AstraZeneca, has shown 70 percent efficacy, as reported by the pharmaceutical company on November 23. 



At the outset of the meeting, President Battulga commended the AstraZeneca for exerting great efforts in developing and supplying the vaccine that is crucial in the fight against COVID-19 global pandemic. He then noted that since more than half of Mongolia’s population lives in the capital city of Ulaanbaatar, posing an increased risk of spreading the virus, it is important to vaccinate the entire population within a short period of time when it becomes available.



The President expressed his eagerness to first purchase COVID-19 vaccines being developed by the company as soon as they start producing. 



In turn, the AstraZeneca company expressed their delight with the fact that President of Mongolia is himself attaching significance to this issue, and also pledged to cooperate with Mongolia and include Mongolia among the first countries to receive vaccine shipments when they start selling. 



At the meeting, President Battulga informed that he will be giving directions to the Government and the State Emergency Commission of Mongolia to ensure preparation for purchasing the AstraZeneca’s vaccine. ",https://www.montsame.mn/files/5fc61e3b716cd.jpeg,2020-12-01,Montsame,Mongolia to prepare to buy AstraZeneca’s COVID-19 vaccine,
2022/1040,News,https://www.montsame.mn/en/read/245959,"Ulaanbaatar /MONTSAME/ On December 7, Minister of Finance Ch.Khurelbaatar held meetings with Ambassadors of the United Kingdom, Russia, China and the United States to Mongolia, discussing about containing spread of COVID-19 pandemic, overcoming economic crisis and COVID-19 vaccine procurement.







The Minister first met with British Ambassador Philip Malone. UK is one of the largest contributors who granted financing of GBP 550 million to Covax AMC program aimed at providing 92 developing countries with equal access to receive vaccine as well as financing of GBP 800 million to Covax ACT accelerator mechanism for increasing accessibility of COVID-19 treatment, test kit and vaccine. Also the country's AstraZeneca company has developed COVID-19 vaccine that is highly resistant to storage and transportation among other vaccines which are under development.








During the meeting with Chinese Ambassador Chai Wenrui, the sides talked over the vaccine being developed in the country, its testing, registration, development progress and possibilities to supply the vaccine to Mongolia once its development completes. Furthermore, the Finance Minister asked the Chinese Ambassador to promptly resolve any issues related to ensuring safety of coal transport and protect lives and health of coal truck drivers, border and customs officials in this difficult time of the COVID-19 pandemic and attach attention on trade and economic sustainability of the two countries.








When the Finance Minister received U.S. Ambassador Michael Klecheski, he expressed his gratitude to the U.S. on presenting 50 ventilator breathing apparatus, personal protective gears and equipment and rapid test kits to Mongolia this week to help the country’s effort to combat the COVID-19 pandemic. Furthermore, the sides shared views on possibilities to procure Moderna vaccine developed in the USA and its quick transport.

",https://www.montsame.mn/uploads/content/5b26aa55786a686d941bf0edc31fa04c.png,2020-12-08,Montsame,COVID-19 vaccine related issues discussed with Ambassadors,
2022/1041,News,https://www.montsame.mn/en/read/243818,"Following the cabinet meeting held on November 18, Minister of Finance Ch.Khurelbaatar delivered a media presentation on the spending report of foreign loans and assistance received by the government.



According to him, the Government has signed loan agreements with 4 international organizations and development partner countries for its COVID-19 response measures, totaling USD 299.5 million. Out of the total proposed international funds, USD 199.5 million has already been received, including USD 100 million from the Asian Development Bank's COVID-19 Rapid Response Program and USD 99.5 million under the Rapid Financing Instrument of the International Monetary Fund. The remainder USD 100 million loan from the Asian Infrastructure Investment Bank is expected within the fourth quarter of 2020.



The government has also established international agreements of loans and grants worth USD 119.4 million for 10 projects and measures to serve as budget support against COVID-19 pandemic. USD 32.5 million of them has been already received and was spent for the procurement of medical supplies and equipment with a view to alleviate the impact of COVID-19 pandemic. The remaining USD 86.8 million is expected in the last quarter of this year to be spent for much-needed medical supplies. 



The Asian Development Bank is providing the largest amount of loan and assistance, allocating a total of USD 160.1 million. Out of USD 128.1 million of funds that has already been received by Mongolia as of now, USD 100 million loan was provided as a budget support for government programs, such as ‘Child Money’ allowance and forgiveness of pension-secured loans. 



Another 1.2. million loan from the ADB has been spent for purchasing and distribution of 572 types of medical supplies to Ulaanbaatar’s and local hospitals, and USD 26.4 million loan lessen the socioeconomic impacts of COVID-19 has been spent for financing Child Money program and food stamps for vulnerable groups. 



Furthermore, ADB has provided USD 1 million grants for purchasing computed tomography equipment for the National Center for Communicable Diseases, and another USD 1.5 million grants will be provided by ADB for enhancing PCR laboratories countrywide. 



In the scope of proposed funds from the ADB, USD 30 million financing within the COVID-19 Rapid Response Program will be spent for purchasing 2,923 units of medical diagnostic equipment, 68,128 personal protective equipment and ambulances for 21 aimags, and refurbishment of sterilization departments at 7 aimag’s clinics. 



Moreover, Mongolia has already received following funds and assistance, including 

-        Assistance of medical supplies and PPE worth USD 700,000 from China 

-        EUR 16 million of grants as budget support as part of the European Union’s EUR 50.8 million of assistance for Mongolia’s COVID-19 related short, medium, and long term projects, 

-        USD 99.5 million loan from the International Monetary Fund Mongolia under the Rapid Financing Instrument 

-        USD 19.3 million from the World Bank as part of various assistance projects for Mongolia's COVID-19 response, 

-        USD 2.5 million from the USAID for purchasing medical supplies and equipment necessary for providing support to vulnerable groups, 

-        USD 1.5 million from Germany for PPE and medical equipment as well as improving vocational education in Mongolia, 

-        USD 2.6 million from the United Nations organizations as technical assistance to strengthen capacity of 7 laboratories in 4 regions and to address preparedness and prevention of diseases in schools and kindergartens. 



Minister Khurelbaatar further informed that Mongolia has already applied to purchase COVID-19 vaccine with USD 50.6 million funding from the World Bank and has joined the Covax Facility, a global initiative that brings together governments and manufacturers to ensure eventual COVID-19 vaccines reach those in greatest need. “Therefore, we believe that Mongolia has a higher chance of gaining access to coronavirus vaccine when available” said the Minister of Finance. ",https://www.montsame.mn/files/5fb62ac8cff06.jpeg,2020-11-19,Montsame,Finance Minister: Mongolia has applied to purchase COVID-19 vaccine,
2022/1042,News,https://www.montsame.mn/en/read/235100,"Ulaanbaatar /MONTSAME/ Minister of Health T.Munkhsaikhan met with Ambassador Extraordinary and Plenipotentiary of the Russian Federation to Mongolia I.K.Azizov to exchange views on cooperation between the two countries in healthcare sector.



Ambassador I.K.Azizov congratulated Minister T.Munkhsaikhan on his appointment and briefly outlined the Covid-19 situation in Russia, while informing the Health Minister of the efforts and initiatives that have been jointly undertaken by the two sides in healthcare.



He said less than 5,000 cases were recorded in Russia per day over the last 9 days and that the number of new cases has been relatively low in its territories bordering Mongolia and high in Moscow. The Russian side also voiced its readiness to provide Mongolia with 'Sputnik V' coronavirus vaccine if it proves to be a success in trials.



Ambassador I.K.Azizov invited Mongolian healthcare professionals to participate in maternal and child health training sessions at Russian research institutions between this October and December and commended the effectiveness of the Mongolian government’s Covid-19 efforts.



Minister T.Munkhsaikhan concurred with the Ambassador that bilateral relations and cooperation in healthcare have been expanding and noted that the regular participation of Mongolian healthcare workers in the theoretical and practical training sessions held at research institutions in Moscow and Saint Petersburg greatly contributes to the improvement of maternal and child healthcare services in Mongolia.



The Minister thanked the Russian side for providing rapid tests amid the pandemic for hospital pandemic preparedness and infection prevention and informed that the government is now taking precautions to further prevent local transmissions and cope with a local outbreak with least damage possible should any occur and to be fully prepared for seasonal flu.



Moreover, at the meeting, the sides discussed at length the above-mentioned matters and other joint efforts and Minister T.Munkhsaikhan spoke of his plans for the sector.",https://www.montsame.mn/files/5f4dcdf678f0d.jpeg,2020-09-01,Montsame,Russia ready to provide Mongolia with coronavirus vaccine if trials prove successful,
2022/1043,News,https://www.montsame.mn/en/read/268058,"On June 23, the second batch of Pfizer-BioNTech COVID-19 vaccines were received per the agreement signed between the Government of Mongolia and Pfizer Inc signed in May 2021 for 2.5 million doses of vaccine in 2021. 



458 kg of vaccines were brought on a MIAT Mongolian Airlines flight OM 7304 in route Seoul-Ulaanbaatar. The first shipment of the vaccines were received on June 16, and the rest will be delivered in the second half of 2021.



The vaccines are being provided through the ,’COVID-19 pandemic and Public Health Emergency Capacity Building Project’ being implemented through the United Nations Children’s Fund (UNICEF) under a grant from the Government of Japan.



Pregnant women and nursing mothers, and chronically ill patients as well as children aged 16-17 are being administered with the Pfizer vaccine.",https://www.montsame.mn/files/60d405c76dd3e.jpeg,2021-06-24,Montsame,Second batch of Pfizer-BioNTech vaccines received,
2022/1044,News,https://www.montsame.mn/en/read/265358,"The Asian Development Bank (ADB) today, May 28, approved a loan package of USD 19 million for Mongolia to purchase safe and effective vaccines against the coronavirus disease (COVID-19). The project is part of ADB’s USD 9 billion Asia Pacific Vaccine Access Facility (APVAX), which was launched in December 2020 to offer rapid and equitable vaccine-related support to ADB’s developing member countries.

“COVID-19 has caused considerable disruption to Mongolia’s health, well-being, and economy,” said ADB President Masatsugu Asakawa. “ADB’s APVAX support will provide the Government of Mongolia with immediate and flexible financing to vaccinate priority populations, especially those at highest risk from infection, to reduce the impacts of the disease and help put the country on a path to sustained recovery.”

As COVID-19 emerged at the start of 2020, Mongolia responded quickly to avoid the rapid spread of the disease. However, community transmission emerged in November 2020, straining the health system’s capacity. The economy was hard hit, shrinking by 5.3% in 2020, with official job losses reaching 63,900 or 5.4% of total employment. It is expected that COVID-19 will significantly increase the poverty rate from its level of 28.4% in 2018.

Women in Mongolia have been disproportionally affected by the COVID-19 pandemic as they comprise 82% of frontline health workers and have a higher risk of exposure. In addition, the crisis has led to increased gender-based violence, with the number of calls to hotlines and women requiring shelter services rising significantly.

The Support for COVID-19 Vaccine Delivery in Mongolia under APVAX will procure vaccines to contribute to the government’s efforts to immunize at least 30% of the population, representing priority populations as defined under Mongolia’s National Deployment and Vaccination Plan. These include individuals at high risk of death from COVID-19 infection and about 200,000 frontline workers. In addition, people with disabilities, those who suffer from chronic diseases, and vulnerable groups requiring social assistance will benefit from the vaccine rollout.

The total cost of the APVAX project is USD 43.82 million, with ADB providing an ordinary loan and a concessional loan of USD 9.5 million each. ADB Country Director for Mongolia Pavit Ramachandran and Mongolia’s Minister of Finance and ADB Governor Javkhlan Bold signed the loan agreements immediately after the project approval. The Asian Infrastructure Investment Bank plans to provide cofinancing of USD 21 million and the government will contribute USD 3.82 million.

The APVAX project is part of multifaceted and comprehensive support to Mongolia from ADB in response to COVID-19 and builds on ADB’s long track record of assistance to Mongolia’s health system, which includes 7 loans, 10 grants, and 19 technical assistance projects since 1993.

ADB is processing a complementary USD 5 million grant from the Japan Fund for Poverty Reduction to build capacity for COVID-19 vaccine delivery, including equipment for diagnostics and laboratories.

ADB is committed to achieving a prosperous, inclusive, resilient, and sustainable Asia and the Pacific, while sustaining its efforts to eradicate extreme poverty. Established in 1966, it is owned by 68 members—49 from the region.",https://www.montsame.mn/files/60b0c055ea0ab.jpeg,2021-05-28,Montsame,USD19 mln ADB Package to Support Rollout of COVID-19 Vaccines in Mongolia,
2022/1045,News,https://www.montsame.mn/en/read/256638,"On March 12, Mongolia received 14,400 doses of AstraZeneca-Oxford vaccines via the COVAX Facility, a partnership between the Coalition for Epidemic Preparedness Innovations (CEPI), Gavi, the Vaccine Alliance, the World Health Organization (WHO) and UNICEF. 



This delivery is part of a first wave of arrivals that will continue in the coming days and weeks. UNICEF and WHO have been technically, financially and logistically supporting the Government of Mongolia to prepare for the COVID-19 immunization campaign.



“In the battle against this global pandemic, countries around the world have launched the rollout of COVID-19 vaccination. The vaccination campaign in Mongolia started on 23 February 2021 and is accelerating further. We are happy to welcome the arrival of COVID-19 vaccines from the COVAX Facility. Vaccines provided by the COVAX Facility will help to immunize up to 20% of the population. It is a valuable contribution to reach the national vaccination target of 60% of the population in a short period of time,” highlighted Dr Enkhbold Sereejav, Minister of Health of Mongolia.



“Used together with public health measures like handwashing, mask wearing and physical distancing, COVID-19 vaccines are a critical new tool in our fight against the pandemic. This is the first batch of AstraZeneca vaccines delivered by the COVAX Facility backed by partners including WHO, CEPI and Gavi and UNICEF. It will help the Government to scale up the country’s immunization campaign to protect its people. It’s encouraging that Mongolia has already vaccinated over 67,000 people, including priority groups such as health workers. WHO has been supporting the country in its vaccine deployment preparation, and will continue closely working with the Government and partner organizations towards a safe recovery from this pandemic,” said Dr Sergey Diorditsa, WHO Representative to Mongolia.



“UNICEF applauds the Government of Mongolia for intensifying the recently launched COVID-19 immunization campaign. UNICEF will continue to support Mongolia in accessing vaccines via the COVAX Facility and purchasing WHO Emergency Use Listed vaccines through other channels so that the country can successfully implement its National vaccination and deployment plan. We are very grateful to many donors that contribute to COVAX, such as Australia, Canada, the European Union, Japan, Saudi Arabia, Switzerland, the United Kingdom and the United States. Controlling the pandemic will allow children to go back to kindergarten and school, to socialize with friends and to play sports without worries. This is important because they have fallen behind in their education and social development. We need to get them back on track as soon as possible. UNICEF will also continue to support the Government with upgrading the cold chain to ensure safe storage of all vaccines across the country,” said Alex Heikens, UNICEF Representative to Mongolia.



The Ministry of Foreign Affairs of Mongolia has informed that Mongolia is set to receive 112,800 doses of AstraZeneca vaccine and 25,740 doses of Pfizer-BioNTech vaccine in total via the first shipments under the COVAX Facility. ",https://www.montsame.mn/files/604c2eb9ee7a7.jpeg,2021-03-13,Montsame,Mongolia welcomes first batch of COVID-19 vaccines via COVAX Facility,
2022/1046,News,https://www.montsame.mn/en/read/254593,"The charter flight transporting 300 thousand doses of COVID-19 vaccine sent as assistance by the Government of the People’s Republic of China and the Chinese People’s Liberation Army landed at the Buyant-Ukhaa International Airport in Ulaanbaatar city yesterday night on February 22.



Ambassador of China to Mongolia Chai Wenrui and Deputy Prime Minister of Mongolia S.Amarsaikhan participated in a special ceremony that was organized at the airport to hand over the vaccine.

 



 

Deputy PM S.Amarsaikhan said, “I express my sincere gratitude to the Government of the PRC and the people of China for donating 300 thousand doses of vaccine on behalf of the Government of Mongolia and the Mongolian people. Since the start of the COVID-19 infection, Mongolia and China have mutually given material as well as emotional support, becoming a model example of how neighbouring countries are able to cooperate in overcoming difficulties. It must be noted that the assistance given by the Government of China and the people of China including medical tools and equipment such as face masks, PPE, and testing equipment have served as significant support in Mongolia’s fight against the pandemic. I am confident that the vaccines being given as assistance this time will bring our fight against the pandemic to a new level, yielding results in a short amount of time.”



 

Noting that China and Mongolia are friendly neighbours, Ambassador Chai Wenrui said that the two countries have assisted one another since the start of the pandemic, joining forces in the healthcare field. He then continued on to say, “The demand and supply of vaccines is currently a pressing issue worldwide. Despite the current difficulties, assistance of 300 thousand vaccines are being given to Mongolia without a second thought. This event clearly depicts the Comprehensive Strategic Partnership between China and Mongolia as well as the close friendship between the people of the two countries. I am confident that the vaccines will assist more effectively in fighting against the pandemic. China is ready to further cooperate in infection control and jointly overcoming the pandemic, working towards an even more effective partnership in all sectors.”

 



 

To fight against the pandemic, the Government of Mongolia is currently organizing measures to import vaccines from abroad, and plans to involve 60 percent of the population in vaccination.







",https://www.montsame.mn/uploads/content/ad58dbbf4f25f248ee3e7fa2b4d7ccc0.png,2021-02-23,Montsame,Mongolia receives COVID-19 vaccines as assistance from China,
2022/1047,News,https://www.montsame.mn/en/read/254443,"At today’s press briefing on the coronavirus situation in Mongolia, Ts.Ganzorig, Press Secretary of the Cabinet Secretariat confirmed that Mongolia will receive first doses of COVID-19 vaccine developed by China National Pharmaceutical Group Corp, known as Sinopharm, on the evening of February 22, Monday. 



“As China’s Sinopharm vaccine is among the COVID-19 vaccines awaiting approval for emergency use by the World Health Organization, Mongolia will hold the Sinopharm vaccines in reserve once they arrive, making sure they are prepared to roll out, and start vaccinating its population with them after WHO’s approval,” highlighted the government press secretary. 



According to him, Mongolia has also readied cold chain facilities and other required infrastructure to receive COVID-19 vaccines, including Sputnik V, Sinopharm, AstraZeneca and Pfizer vaccines. 



Today, Mongolia received first ever doses of COVID-19 vaccine – 150,000 doses of AstraZeneca from India and is planning to begin the vaccine rollout on February 23, tomorrow. 



As pointed out by Ganzorig, the 150,000 doses of AstraZeneca vaccines received today are enough to vaccinate 75,000 people with priority access is given to frontline employees responding to COVID-19 as the vaccine is supposed to be administered twice. 



In addition, Mongolia is included in the distribution forecast for countries to be allocated COVID-19 vaccines in the first quarter of 2021 through the COVAX Global Vaccines Facility and is expected to receive a total of 188,000 doses of Pfizer and AstraZeneca COVID-19 vaccines.",https://www.montsame.mn/files/603335cb320b0.jpeg,2021-02-22,Montsame,Mongolia to receive first batch of Sinopharm's COVID-19 vaccines today,
2022/1048,News,https://www.montsame.mn/en/read/253952,"Mongolia is planning to bring first doses of Oxford - AstraZeneca COVID-19 vaccine on February 22 and start vaccination immediately from the next day, February 23, in phases. 



For the first phase, MIAT Mongolian Airlines will bring 150,000 doses of the AstraZeneca vaccine from the Republic of India next Monday. 



The cabinet convened on February 17 for a regular meeting and decided to fund necessary expenses for the MIAT direct flight to India from the government’s contingency fund. Corresponding government ministries were charged to take required steps to bring vaccines on scheduled time, deliver the vaccines to destined storage facilities using dedicated vaccine delivery vehicles after they arrive in the country and launch the vaccination in stages. 



At the meeting, the cabinet also made decisions to settle funding to cover expenses required for mobilizing frontline COVID-19 employees working at public streets, isolation facilities and surveillance sites and provide personal protective equipment and disinfection and sterilization products.",https://www.montsame.mn/files/602d0566584b3.jpeg,2021-02-18,Montsame,First doses of COVID-19 vaccines to be brought from India next week,
